term,log_odds,corpus 1,corpus 2,count 1,count 2
part of,-1.2671735508554156,harris_2024,harris_2020,1,12
career,-1.2671735508554156,harris_2024,harris_2020,1,12
assault,-1.2671735508554156,harris_2024,harris_2020,1,12
need to,-1.2671735508554156,harris_2024,harris_2020,1,12
money,-1.2671735508554156,harris_2024,harris_2020,1,12
tribal,-1.2671735508554156,harris_2024,harris_2020,1,12
pacific,-1.2671735508554156,harris_2024,harris_2020,1,12
action,-1.2536525254482642,harris_2024,harris_2020,4,25
why,-1.2536525254482642,harris_2024,harris_2020,4,25
fight,-1.2444487861187548,harris_2024,harris_2020,14,64
she ll,-1.2308414247190913,harris_2024,harris_2020,13,60
are the,-1.2228995142300592,harris_2024,harris_2020,2,16
apia,-1.2007201029088643,harris_2024,harris_2020,0,34
also,-1.1835524224772889,harris_2024,harris_2020,9,44
wealth,-1.1777272614753387,harris_2024,harris_2020,1,11
employment,-1.1777272614753387,harris_2024,harris_2020,1,11
action to,-1.1777272614753387,harris_2024,harris_2020,1,11
citizenship,-1.1777272614753387,harris_2024,harris_2020,1,11
health and,-1.1777272614753387,harris_2024,harris_2020,1,11
the people,-1.1777272614753387,harris_2024,harris_2020,1,11
congress,-1.1777272614753387,harris_2024,harris_2020,1,11
the trump,-1.1777272614753387,harris_2024,harris_2020,1,11
together,-1.1777272614753387,harris_2024,harris_2020,1,11
medicare for,-1.1777272614753387,harris_2024,harris_2020,1,11
united,-1.1664457737246323,harris_2024,harris_2020,5,28
president kamala,-1.1664457737246323,harris_2024,harris_2020,5,28
kamala plan,-1.165041204885375,harris_2024,harris_2020,0,29
for,-1.1575004409954566,harris_2024,harris_2020,79,289
must,-1.1571702659930674,harris_2024,harris_2020,0,28
immigrants,-1.1490130932277882,harris_2024,harris_2020,0,27
kamala believes,-1.1405480642420682,harris_2024,harris_2020,0,26
re,-1.1405480642420682,harris_2024,harris_2020,0,26
water,-1.1318573444327695,harris_2024,harris_2020,2,15
rent,-1.1318573444327695,harris_2024,harris_2020,2,15
laws,-1.1318573444327695,harris_2024,harris_2020,2,15
lgbtq,-1.113048848079349,harris_2024,harris_2020,0,23
we must,-1.113048848079349,harris_2024,harris_2020,0,23
when,-1.1043104826695995,harris_2024,harris_2020,3,19
reform,-1.1043104826695995,harris_2024,harris_2020,3,19
language,-1.0926441346152442,harris_2024,harris_2020,0,21
system,-1.0908690721633871,harris_2024,harris_2020,6,31
the united,-1.0881977005804992,harris_2024,harris_2020,5,27
equal,-1.0817005485426494,harris_2024,harris_2020,0,20
key,-1.0817005485426494,harris_2024,harris_2020,0,20
individuals,-1.0801459565926703,harris_2024,harris_2020,1,10
wages,-1.0801459565926703,harris_2024,harris_2020,1,10
teachers,-1.0801459565926703,harris_2024,harris_2020,1,10
legal,-1.0801459565926703,harris_2024,harris_2020,1,10
that the,-1.0801459565926703,harris_2024,harris_2020,1,10
of their,-1.0801459565926703,harris_2024,harris_2020,1,10
working families,-1.0801459565926703,harris_2024,harris_2020,1,10
environmental,-1.0801459565926703,harris_2024,harris_2020,1,10
barriers,-1.0801459565926703,harris_2024,harris_2020,1,10
here,-1.070195422459614,harris_2024,harris_2020,0,19
native,-1.070195422459614,harris_2024,harris_2020,0,19
means,-1.070195422459614,harris_2024,harris_2020,0,19
program,-1.070195422459614,harris_2024,harris_2020,0,19
data,-1.0580679866061713,harris_2024,harris_2020,0,18
here are,-1.0452470448937579,harris_2024,harris_2020,0,17
criminal justice,-1.0452470448937579,harris_2024,harris_2020,0,17
dreamers,-1.0452470448937579,harris_2024,harris_2020,0,17
apia community,-1.0452470448937579,harris_2024,harris_2020,0,17
points,-1.0452470448937579,harris_2024,harris_2020,0,17
key points,-1.0452470448937579,harris_2024,harris_2020,0,17
policies,-1.0350410571461575,harris_2024,harris_2020,2,14
prescription,-1.0350410571461575,harris_2024,harris_2020,2,14
the country,-1.0350410571461575,harris_2024,harris_2020,2,14
use,-1.0316484454181725,harris_2024,harris_2020,0,16
of kamala,-1.0316484454181725,harris_2024,harris_2020,0,16
executive,-1.0316484454181725,harris_2024,harris_2020,0,16
the key,-1.0171717343916964,harris_2024,harris_2020,0,15
kamala has,-1.0171717343916964,harris_2024,harris_2020,0,15
gap,-1.0171717343916964,harris_2024,harris_2020,0,15
rape,-1.0171717343916964,harris_2024,harris_2020,0,15
immigrant,-1.0171717343916964,harris_2024,harris_2020,0,15
so,-1.01436366531356,harris_2024,harris_2020,6,30
criminal,-1.0129473807012148,harris_2024,harris_2020,3,18
united states,-1.0073667917808529,harris_2024,harris_2020,5,26
in our,-1.0057623085441485,harris_2024,harris_2020,4,22
that why,-1.0057623085441485,harris_2024,harris_2020,4,22
points of,-1.001695655312868,harris_2024,harris_2020,0,14
agencies,-1.001695655312868,harris_2024,harris_2020,0,14
households,-1.001695655312868,harris_2024,harris_2020,0,14
racial,-1.001695655312868,harris_2024,harris_2020,0,14
fully,-1.001695655312868,harris_2024,harris_2020,0,14
resources,-1.001695655312868,harris_2024,harris_2020,0,14
all,-0.9982550593359428,harris_2024,harris_2020,13,56
the apia,-0.9850719796598886,harris_2024,harris_2020,0,13
full,-0.9850719796598886,harris_2024,harris_2020,0,13
kits,-0.9850719796598886,harris_2024,harris_2020,0,13
of color,-0.9850719796598886,harris_2024,harris_2020,0,13
justice system,-0.9850719796598886,harris_2024,harris_2020,0,13
color,-0.9850719796598886,harris_2024,harris_2020,0,13
to fight,-0.9850719796598886,harris_2024,harris_2020,0,13
affordable housing,-0.9728438428766478,harris_2024,harris_2020,1,9
taking,-0.9728438428766478,harris_2024,harris_2020,1,9
average,-0.9728438428766478,harris_2024,harris_2020,1,9
prescription drugs,-0.9728438428766478,harris_2024,harris_2020,1,9
to provide,-0.9728438428766478,harris_2024,harris_2020,1,9
trump administration,-0.9728438428766478,harris_2024,harris_2020,1,9
they have,-0.9728438428766478,harris_2024,harris_2020,1,9
lift,-0.967116867374772,harris_2024,harris_2020,0,12
apias,-0.967116867374772,harris_2024,harris_2020,0,12
school,-0.967116867374772,harris_2024,harris_2020,0,12
rape kits,-0.967116867374772,harris_2024,harris_2020,0,12
between,-0.9475984667186977,harris_2024,harris_2020,0,11
disparities,-0.9475984667186977,harris_2024,harris_2020,0,11
truth,-0.9475984667186977,harris_2024,harris_2020,0,11
executive action,-0.9475984667186977,harris_2024,harris_2020,0,11
within,-0.9475984667186977,harris_2024,harris_2020,0,11
teacher,-0.9475984667186977,harris_2024,harris_2020,0,11
make,-0.9379408556653089,harris_2024,harris_2020,13,55
our economy,-0.9316958274214994,harris_2024,harris_2020,2,13
was,-0.9316958274214994,harris_2024,harris_2020,2,13
equality,-0.9316958274214994,harris_2024,harris_2020,2,13
immediately,-0.9262186013724666,harris_2024,harris_2020,0,10
change,-0.9262186013724666,harris_2024,harris_2020,0,10
backlog,-0.9262186013724666,harris_2024,harris_2020,0,10
native american,-0.9262186013724666,harris_2024,harris_2020,0,10
speak,-0.9262186013724666,harris_2024,harris_2020,0,10
they are,-0.9262186013724666,harris_2024,harris_2020,0,10
worker,-0.9262186013724666,harris_2024,harris_2020,0,10
asian,-0.9262186013724666,harris_2024,harris_2020,0,10
funds,-0.9262186013724666,harris_2024,harris_2020,0,10
much,-0.9262186013724666,harris_2024,harris_2020,0,10
to make,-0.9237847338626,harris_2024,harris_2020,5,25
fight for,-0.9164631051827197,harris_2024,harris_2020,4,21
home,-0.9164631051827197,harris_2024,harris_2020,4,21
english,-0.9025848036534483,harris_2024,harris_2020,0,9
assistance,-0.9025848036534483,harris_2024,harris_2020,0,9
cofa,-0.9025848036534483,harris_2024,harris_2020,0,9
development,-0.9025848036534483,harris_2024,harris_2020,0,9
citizens,-0.9025848036534483,harris_2024,harris_2020,0,9
still,-0.9025848036534483,harris_2024,harris_2020,0,9
ll make,-0.9025848036534483,harris_2024,harris_2020,0,9
lep,-0.9025848036534483,harris_2024,harris_2020,0,9
residents,-0.9025848036534483,harris_2024,harris_2020,0,9
our criminal,-0.9025848036534483,harris_2024,harris_2020,0,9
black americans,-0.9025848036534483,harris_2024,harris_2020,0,9
federal agencies,-0.9025848036534483,harris_2024,harris_2020,0,9
example,-0.9025848036534483,harris_2024,harris_2020,0,9
why kamala,-0.9025848036534483,harris_2024,harris_2020,0,9
we re,-0.9025848036534483,harris_2024,harris_2020,0,9
have,-0.8841940567693632,harris_2024,harris_2020,22,86
opportunities,-0.876165863901903,harris_2024,harris_2020,0,8
home and,-0.876165863901903,harris_2024,harris_2020,0,8
vulnerable,-0.876165863901903,harris_2024,harris_2020,0,8
re not,-0.876165863901903,harris_2024,harris_2020,0,8
pharmaceutical,-0.876165863901903,harris_2024,harris_2020,0,8
reverse,-0.876165863901903,harris_2024,harris_2020,0,8
for example,-0.876165863901903,harris_2024,harris_2020,0,8
likely,-0.876165863901903,harris_2024,harris_2020,0,8
agencies to,-0.876165863901903,harris_2024,harris_2020,0,8
cents,-0.876165863901903,harris_2024,harris_2020,0,8
broadband,-0.876165863901903,harris_2024,harris_2020,0,8
for black,-0.876165863901903,harris_2024,harris_2020,0,8
such as,-0.876165863901903,harris_2024,harris_2020,0,8
believes we,-0.876165863901903,harris_2024,harris_2020,0,8
have to,-0.876165863901903,harris_2024,harris_2020,0,8
used,-0.876165863901903,harris_2024,harris_2020,0,8
participation,-0.876165863901903,harris_2024,harris_2020,0,8
introduced,-0.876165863901903,harris_2024,harris_2020,0,8
treatment,-0.876165863901903,harris_2024,harris_2020,0,8
right,-0.8736475293962076,harris_2024,harris_2020,7,32
public,-0.8736475293962076,harris_2024,harris_2020,7,32
programs,-0.854524452491823,harris_2024,harris_2020,6,28
allow,-0.8537320577418296,harris_2024,harris_2020,1,8
one of,-0.8537320577418296,harris_2024,harris_2020,1,8
weapons,-0.8537320577418296,harris_2024,harris_2020,1,8
job,-0.8537320577418296,harris_2024,harris_2020,1,8
hbcus,-0.8537320577418296,harris_2024,harris_2020,1,8
life,-0.8537320577418296,harris_2024,harris_2020,1,8
receive,-0.8537320577418296,harris_2024,harris_2020,1,8
per,-0.8537320577418296,harris_2024,harris_2020,1,8
hold,-0.8537320577418296,harris_2024,harris_2020,1,8
why she,-0.8537320577418296,harris_2024,harris_2020,1,8
living,-0.8537320577418296,harris_2024,harris_2020,1,8
to citizenship,-0.8537320577418296,harris_2024,harris_2020,1,8
communities and,-0.8537320577418296,harris_2024,harris_2020,1,8
such,-0.8537320577418296,harris_2024,harris_2020,1,8
the federal,-0.8537320577418296,harris_2024,harris_2020,1,8
kamala knows,-0.8462176702824767,harris_2024,harris_2020,0,7
invest billion,-0.8462176702824767,harris_2024,harris_2020,0,7
every american,-0.8462176702824767,harris_2024,harris_2020,0,7
race,-0.8462176702824767,harris_2024,harris_2020,0,7
citizenship for,-0.8462176702824767,harris_2024,harris_2020,0,7
not right,-0.8462176702824767,harris_2024,harris_2020,0,7
children and,-0.8462176702824767,harris_2024,harris_2020,0,7
visa,-0.8462176702824767,harris_2024,harris_2020,0,7
and provide,-0.8462176702824767,harris_2024,harris_2020,0,7
treat,-0.8462176702824767,harris_2024,harris_2020,0,7
it means,-0.8462176702824767,harris_2024,harris_2020,0,7
teacher pay,-0.8462176702824767,harris_2024,harris_2020,0,7
the community,-0.8462176702824767,harris_2024,harris_2020,0,7
and we,-0.8462176702824767,harris_2024,harris_2020,0,7
for people,-0.8462176702824767,harris_2024,harris_2020,0,7
entire,-0.8462176702824767,harris_2024,harris_2020,0,7
working people,-0.8462176702824767,harris_2024,harris_2020,0,7
bold,-0.8462176702824767,harris_2024,harris_2020,0,7
data collection,-0.8462176702824767,harris_2024,harris_2020,0,7
take executive,-0.8462176702824767,harris_2024,harris_2020,0,7
we are,-0.8462176702824767,harris_2024,harris_2020,0,7
services and,-0.8462176702824767,harris_2024,harris_2020,0,7
collection,-0.8462176702824767,harris_2024,harris_2020,0,7
an america,-0.8462176702824767,harris_2024,harris_2020,0,7
american communities,-0.8462176702824767,harris_2024,harris_2020,0,7
well,-0.8462176702824767,harris_2024,harris_2020,0,7
historically,-0.8462176702824767,harris_2024,harris_2020,0,7
cofa immigrants,-0.8462176702824767,harris_2024,harris_2020,0,7
americans are,-0.8462176702824767,harris_2024,harris_2020,0,7
community as,-0.8462176702824767,harris_2024,harris_2020,0,7
improve,-0.8462176702824767,harris_2024,harris_2020,0,7
the lgbtq,-0.8462176702824767,harris_2024,harris_2020,0,7
plan for,-0.8462176702824767,harris_2024,harris_2020,0,7
percent of,-0.8462176702824767,harris_2024,harris_2020,0,7
ve,-0.8462176702824767,harris_2024,harris_2020,0,7
stay,-0.8462176702824767,harris_2024,harris_2020,0,7
better,-0.8462176702824767,harris_2024,harris_2020,0,7
lgbtq community,-0.8462176702824767,harris_2024,harris_2020,0,7
shot,-0.8462176702824767,harris_2024,harris_2020,0,7
plan will,-0.8462176702824767,harris_2024,harris_2020,0,7
her career,-0.8462176702824767,harris_2024,harris_2020,0,7
decision,-0.8462176702824767,harris_2024,harris_2020,0,7
an,-0.8254474434111475,harris_2024,harris_2020,11,46
without,-0.8209131195360716,harris_2024,harris_2020,2,12
fair,-0.8209131195360716,harris_2024,harris_2020,2,12
people with,-0.8209131195360716,harris_2024,harris_2020,2,12
comprehensive,-0.8209131195360716,harris_2024,harris_2020,2,12
any,-0.8209131195360716,harris_2024,harris_2020,2,12
cost of,-0.8209131195360716,harris_2024,harris_2020,2,12
legislation to,-0.8209131195360716,harris_2024,harris_2020,2,12
where,-0.8209131195360716,harris_2024,harris_2020,2,12
into,-0.8209131195360716,harris_2024,harris_2020,2,12
half,-0.811651806355538,harris_2024,harris_2020,0,6
standards,-0.811651806355538,harris_2024,harris_2020,0,6
as well,-0.811651806355538,harris_2024,harris_2020,0,6
refugee,-0.811651806355538,harris_2024,harris_2020,0,6
it time,-0.811651806355538,harris_2024,harris_2020,0,6
will have,-0.811651806355538,harris_2024,harris_2020,0,6
cards,-0.811651806355538,harris_2024,harris_2020,0,6
trump has,-0.811651806355538,harris_2024,harris_2020,0,6
remain,-0.811651806355538,harris_2024,harris_2020,0,6
in their,-0.811651806355538,harris_2024,harris_2020,0,6
rent relief,-0.811651806355538,harris_2024,harris_2020,0,6
to fully,-0.811651806355538,harris_2024,harris_2020,0,6
centers,-0.811651806355538,harris_2024,harris_2020,0,6
for working,-0.811651806355538,harris_2024,harris_2020,0,6
often,-0.811651806355538,harris_2024,harris_2020,0,6
we ll,-0.811651806355538,harris_2024,harris_2020,0,6
at home,-0.811651806355538,harris_2024,harris_2020,0,6
of people,-0.811651806355538,harris_2024,harris_2020,0,6
that is,-0.811651806355538,harris_2024,harris_2020,0,6
giving,-0.811651806355538,harris_2024,harris_2020,0,6
housing crisis,-0.811651806355538,harris_2024,harris_2020,0,6
if congress,-0.811651806355538,harris_2024,harris_2020,0,6
racial disparities,-0.811651806355538,harris_2024,harris_2020,0,6
the average,-0.811651806355538,harris_2024,harris_2020,0,6
corporations accountable,-0.811651806355538,harris_2024,harris_2020,0,6
immigrant families,-0.811651806355538,harris_2024,harris_2020,0,6
is the,-0.811651806355538,harris_2024,harris_2020,0,6
of all,-0.811651806355538,harris_2024,harris_2020,0,6
career as,-0.811651806355538,harris_2024,harris_2020,0,6
not waiting,-0.811651806355538,harris_2024,harris_2020,0,6
and use,-0.811651806355538,harris_2024,harris_2020,0,6
pharmaceutical companies,-0.811651806355538,harris_2024,harris_2020,0,6
issue,-0.811651806355538,harris_2024,harris_2020,0,6
for dreamers,-0.811651806355538,harris_2024,harris_2020,0,6
protection,-0.811651806355538,harris_2024,harris_2020,0,6
admissions,-0.811651806355538,harris_2024,harris_2020,0,6
neighborhoods,-0.811651806355538,harris_2024,harris_2020,0,6
priorities,-0.811651806355538,harris_2024,harris_2020,0,6
they re,-0.811651806355538,harris_2024,harris_2020,0,6
charge,-0.811651806355538,harris_2024,harris_2020,0,6
develop,-0.811651806355538,harris_2024,harris_2020,0,6
every child,-0.811651806355538,harris_2024,harris_2020,0,6
pay gap,-0.811651806355538,harris_2024,harris_2020,0,6
and kamala,-0.811651806355538,harris_2024,harris_2020,0,6
low income,-0.811651806355538,harris_2024,harris_2020,0,6
wall,-0.811651806355538,harris_2024,harris_2020,0,6
longer,-0.811651806355538,harris_2024,harris_2020,0,6
communities of,-0.811651806355538,harris_2024,harris_2020,0,6
time to,-0.811651806355538,harris_2024,harris_2020,0,6
america today,-0.811651806355538,harris_2024,harris_2020,0,6
disparities in,-0.811651806355538,harris_2024,harris_2020,0,6
americans kamala,-0.811651806355538,harris_2024,harris_2020,0,6
don,-0.811651806355538,harris_2024,harris_2020,0,6
diverse,-0.811651806355538,harris_2024,harris_2020,0,6
movement,-0.811651806355538,harris_2024,harris_2020,0,6
equity,-0.811651806355538,harris_2024,harris_2020,0,6
rebuild,-0.811651806355538,harris_2024,harris_2020,0,6
hate,-0.811651806355538,harris_2024,harris_2020,0,6
keep families,-0.811651806355538,harris_2024,harris_2020,0,6
the needs,-0.811651806355538,harris_2024,harris_2020,0,6
nations,-0.811651806355538,harris_2024,harris_2020,0,6
companies that,-0.811651806355538,harris_2024,harris_2020,0,6
advantage,-0.811651806355538,harris_2024,harris_2020,0,6
and pacific,-0.811651806355538,harris_2024,harris_2020,0,6
waiting,-0.811651806355538,harris_2024,harris_2020,0,6
more likely,-0.811651806355538,harris_2024,harris_2020,0,6
and expand,-0.811651806355538,harris_2024,harris_2020,0,6
likely to,-0.811651806355538,harris_2024,harris_2020,0,6
each,-0.811651806355538,harris_2024,harris_2020,0,6
our veterans,-0.811651806355538,harris_2024,harris_2020,0,6
and communities,-0.811651806355538,harris_2024,harris_2020,0,6
pass her,-0.811651806355538,harris_2024,harris_2020,0,6
real,-0.811651806355538,harris_2024,harris_2020,0,6
immigration,-0.7709244868687257,harris_2024,harris_2020,6,27
education,-0.7709244868687257,harris_2024,harris_2020,6,27
requires,-0.7707841109096729,harris_2024,harris_2020,0,5
country is,-0.7707841109096729,harris_2024,harris_2020,0,5
relief from,-0.7707841109096729,harris_2024,harris_2020,0,5
partners,-0.7707841109096729,harris_2024,harris_2020,0,5
diversity,-0.7707841109096729,harris_2024,harris_2020,0,5
lift act,-0.7707841109096729,harris_2024,harris_2020,0,5
table,-0.7707841109096729,harris_2024,harris_2020,0,5
their homes,-0.7707841109096729,harris_2024,harris_2020,0,5
systems,-0.7707841109096729,harris_2024,harris_2020,0,5
limited,-0.7707841109096729,harris_2024,harris_2020,0,5
policies and,-0.7707841109096729,harris_2024,harris_2020,0,5
limited english,-0.7707841109096729,harris_2024,harris_2020,0,5
disproportionately,-0.7707841109096729,harris_2024,harris_2020,0,5
at night,-0.7707841109096729,harris_2024,harris_2020,0,5
whom,-0.7707841109096729,harris_2024,harris_2020,0,5
american women,-0.7707841109096729,harris_2024,harris_2020,0,5
further,-0.7707841109096729,harris_2024,harris_2020,0,5
closing,-0.7707841109096729,harris_2024,harris_2020,0,5
loans,-0.7707841109096729,harris_2024,harris_2020,0,5
closing the,-0.7707841109096729,harris_2024,harris_2020,0,5
muslim,-0.7707841109096729,harris_2024,harris_2020,0,5
immigration policies,-0.7707841109096729,harris_2024,harris_2020,0,5
must also,-0.7707841109096729,harris_2024,harris_2020,0,5
green,-0.7707841109096729,harris_2024,harris_2020,0,5
half of,-0.7707841109096729,harris_2024,harris_2020,0,5
message,-0.7707841109096729,harris_2024,harris_2020,0,5
critical,-0.7707841109096729,harris_2024,harris_2020,0,5
supports,-0.7707841109096729,harris_2024,harris_2020,0,5
because of,-0.7707841109096729,harris_2024,harris_2020,0,5
able to,-0.7707841109096729,harris_2024,harris_2020,0,5
able,-0.7707841109096729,harris_2024,harris_2020,0,5
prioritize,-0.7707841109096729,harris_2024,harris_2020,0,5
military families,-0.7707841109096729,harris_2024,harris_2020,0,5
dreamers and,-0.7707841109096729,harris_2024,harris_2020,0,5
alone,-0.7707841109096729,harris_2024,harris_2020,0,5
providing,-0.7707841109096729,harris_2024,harris_2020,0,5
allowing,-0.7707841109096729,harris_2024,harris_2020,0,5
shot at,-0.7707841109096729,harris_2024,harris_2020,0,5
untested rape,-0.7707841109096729,harris_2024,harris_2020,0,5
to high,-0.7707841109096729,harris_2024,harris_2020,0,5
to work,-0.7707841109096729,harris_2024,harris_2020,0,5
elections,-0.7707841109096729,harris_2024,harris_2020,0,5
had,-0.7707841109096729,harris_2024,harris_2020,0,5
economy we,-0.7707841109096729,harris_2024,harris_2020,0,5
simple,-0.7707841109096729,harris_2024,harris_2020,0,5
black entrepreneurs,-0.7707841109096729,harris_2024,harris_2020,0,5
covered,-0.7707841109096729,harris_2024,harris_2020,0,5
group,-0.7707841109096729,harris_2024,harris_2020,0,5
well as,-0.7707841109096729,harris_2024,harris_2020,0,5
daca,-0.7707841109096729,harris_2024,harris_2020,0,5
they can,-0.7707841109096729,harris_2024,harris_2020,0,5
about how,-0.7707841109096729,harris_2024,harris_2020,0,5
the nra,-0.7707841109096729,harris_2024,harris_2020,0,5
bills,-0.7707841109096729,harris_2024,harris_2020,0,5
ban and,-0.7707841109096729,harris_2024,harris_2020,0,5
of us,-0.7707841109096729,harris_2024,harris_2020,0,5
hold corporations,-0.7707841109096729,harris_2024,harris_2020,0,5
to act,-0.7707841109096729,harris_2024,harris_2020,0,5
this is,-0.7707841109096729,harris_2024,harris_2020,0,5
of veterans,-0.7707841109096729,harris_2024,harris_2020,0,5
growing,-0.7707841109096729,harris_2024,harris_2020,0,5
status,-0.7707841109096729,harris_2024,harris_2020,0,5
untested,-0.7707841109096729,harris_2024,harris_2020,0,5
labor movement,-0.7707841109096729,harris_2024,harris_2020,0,5
islands,-0.7707841109096729,harris_2024,harris_2020,0,5
women and,-0.7707841109096729,harris_2024,harris_2020,0,5
throughout her,-0.7707841109096729,harris_2024,harris_2020,0,5
prevent,-0.7707841109096729,harris_2024,harris_2020,0,5
the system,-0.7707841109096729,harris_2024,harris_2020,0,5
special,-0.7707841109096729,harris_2024,harris_2020,0,5
it not,-0.7707841109096729,harris_2024,harris_2020,0,5
people who,-0.7707841109096729,harris_2024,harris_2020,0,5
equal pay,-0.7707841109096729,harris_2024,harris_2020,0,5
to stand,-0.7707841109096729,harris_2024,harris_2020,0,5
for everyone,-0.7707841109096729,harris_2024,harris_2020,0,5
net,-0.7707841109096729,harris_2024,harris_2020,0,5
water infrastructure,-0.7707841109096729,harris_2024,harris_2020,0,5
reproductive rights,-0.7707841109096729,harris_2024,harris_2020,0,5
for every,-0.7707841109096729,harris_2024,harris_2020,0,5
to improve,-0.7707841109096729,harris_2024,harris_2020,0,5
infrastructure and,-0.7707841109096729,harris_2024,harris_2020,0,5
night,-0.7707841109096729,harris_2024,harris_2020,0,5
families together,-0.7707841109096729,harris_2024,harris_2020,0,5
protected,-0.7707841109096729,harris_2024,harris_2020,0,5
kamala is,-0.7707841109096729,harris_2024,harris_2020,0,5
everyone is,-0.7707841109096729,harris_2024,harris_2020,0,5
families are,-0.7707841109096729,harris_2024,harris_2020,0,5
join,-0.7707841109096729,harris_2024,harris_2020,0,5
so much,-0.7707841109096729,harris_2024,harris_2020,0,5
claim,-0.7707841109096729,harris_2024,harris_2020,0,5
advantage of,-0.7707841109096729,harris_2024,harris_2020,0,5
finally,-0.7707841109096729,harris_2024,harris_2020,0,5
needed,-0.7707841109096729,harris_2024,harris_2020,0,5
nra,-0.7707841109096729,harris_2024,harris_2020,0,5
by creating,-0.7707841109096729,harris_2024,harris_2020,0,5
something,-0.7707841109096729,harris_2024,harris_2020,0,5
and legal,-0.7707841109096729,harris_2024,harris_2020,0,5
the civil,-0.7707841109096729,harris_2024,harris_2020,0,5
states and,-0.7707841109096729,harris_2024,harris_2020,0,5
language barriers,-0.7707841109096729,harris_2024,harris_2020,0,5
to eliminate,-0.7707841109096729,harris_2024,harris_2020,0,5
discriminatory,-0.7707841109096729,harris_2024,harris_2020,0,5
deserves,-0.7707841109096729,harris_2024,harris_2020,0,5
kamala also,-0.7707841109096729,harris_2024,harris_2020,0,5
to receive,-0.7707841109096729,harris_2024,harris_2020,0,5
white households,-0.7707841109096729,harris_2024,harris_2020,0,5
for all,-0.7476103946439443,harris_2024,harris_2020,5,23
with,-0.7458095568373194,harris_2024,harris_2020,26,97
making,-0.7261949536515144,harris_2024,harris_2020,4,19
